ID,Vorname,Nachname,Geburtstag,Typ,Adresse,Telefon,Klasse,
674c9fbc-bd1d-473d-baee-c4b020e218a5,Okko,Abbel,2002-01-16,schueler,Winkel 45 850 Almdorf,n0,
8350248d-f216-4298-9c78-eb52cd4cfe00,Onno,Abay,2011-05-15,schueler,Schulweg 92 4828 Altentreptow,n0,
721cb283-e006-46c1-a03a-c670c16559f2,Dirkea,Abdulkarim,1982-09-23,schueler,Kastanienweg 38 339 Albstadt,n0,
16d77739-3ed2-4e1e-9ddb-625f39579fae,Tammo,Abderrahman,1996-05-09,schueler,Lindenstraße 1 9831 Arendsee,n0,
35d94221-ada8-443b-b0c3-8b60c90b4337,Weert,Aandekerk,2014-07-16,schueler,Mittelweg 59 2689 Augustdorf,n0,
f3fd4195-0b89-4cf9-9c2e-e8462d0793a5,Bonno,Abdalla,2014-01-03,schueler,Ginsterweg 53 4029 Ammeldingen_an_der_Our,n0,
73cd50d9-e523-4b0e-87f7-5ddbb426da78,Mena,Abbenzeller,1982-08-26,schueler,Schützenstraße 38 1467 Arnstein_Sachsen_Anhalt,n0,
5066f7a5-0b60-413c-b483-a3d3ba0f3f1d,Lübbo,Abdelkader,1973-08-21,schueler,Grüner_Weg 40 6096 Ahrenshöft,n0,
d6c2cc91-cd71-4d37-85d0-9cc454ca8f34,Eske,Abdulkadir,1978-12-07,schueler,Kirchstraße 24 1854 An_der_Poststraße,n0,
7fa35129-7a66-4f00-b610-7820be042898,Okko,Abbel,1980-06-23,schueler,Hang 79 943 Altenmünster,n0,
b39ad6f5-d240-4e47-8169-dcda53b3fb3d,Hiske,Abay,1997-03-13,schueler,Marktstraße 61 7072 Aura_an_der_Saale,n0,
3c349457-5e1f-4526-84c7-bb9bd4bd7254,Ufkea,Abbrecht,1996-11-07,schueler,DorfstraßeBergstraße 91 4624 Albsfelde,n0,
c757580c-c95f-49c3-866e-90019be58bec,Okko,Abderrahman,2002-04-11,schueler,Meisenweg 42 9646 Altfraunhofen,n0,



